Дата продажи,Название курса,Цена$,Кол-во,Всего
2024-07-18,Продвинутый ML,250,5.0,1250
18.07.24,sql-cc,60,3.0,180
2024-07-19,PYTHON-BEGINNERS,50,6.0,300
2024/07/19,Данные.Наука,200,5.0,1000
2024-07-19,веб разработка,80,4.0,320
2024/07/19,Продвинутый ML,250,5.0,1250
2024/07/19,sql crash course,60,4.0,240
"Jul 20, 2024",PYTHON-BEGINNERS,50,3.0,150
20.07.24,Data Science BOOTCAMP,200,4.0,800
20/07/2024,Web Dev 101,80,8.0,640
2024/07/20,Machine Learning ADV,250,6.0,1500
20.07.24,sql-cc,60,2.0,120
21/07/2024,PYTHON-BEGINNERS,50,1.0,50
"Jul 21, 2024",data science bootcamp,200,3.0,600
2024-07-21,веб разработка,80,5.0,400
2024/07/21,Продвинутый ML,250,4.0,1000
21/07/2024,sql crash course,60,6.0,360
22/07/2024,Python For Beginners,50,9.0,450
22/07/2024,DS Boot,200,3.0,600
2024-07-22,Web Dev 101,80,3.0,240
22.07.24,Machine Learning ADV,250,3.0,750
"Jul 22, 2024",SQL-Курс,60,6.0,360
23.07.24,PYTHON-BEGINNERS,50,5.0,250
2024-07-23,Данные.Наука,200,6.0,1200
23.07.24,Web Dev 101,80,7.0,560
"Jul 23, 2024",машинное обучение+,250,4.0,1000
23.07.24,sql-cc,60,6.0,360
24/07/2024,Python For Beginners,50,4.0,200
2024/07/24,Буткемп по Data Science,200,,1400
24/07/2024,WEB DEVELOPMENT,80,5.0,400
24/07/2024,машинное обучение+,250,5.0,1250
"Jul 24, 2024",Быстрый курс SQL,60,1.0,60
2024-07-25,Питон для начинающих,50,8.0,400
2024-07-25,Данные.Наука,200,2.0,400
25.07.24,веб разработка,80,3.0,240
2024/07/25,Machine Learning ADV,250,6.0,1500
25/07/2024,sql crash course,60,7.0,420
2024-07-26,Python нач,50,5.0,250
2024/07/26,data science bootcamp,200,6.0,1200
26.07.24,web_dev,80,4.0,320
2024/07/26,ML (уровень 2),250,3.0,750
2024-07-26,sql crash course,60,8.0,480
27.07.24,PYTHON-BEGINNERS,50,4.0,200
27/07/2024,Данные.Наука,200,8.0,1600
"Jul 27, 2024",Web-разработка,80,3.0,240
27/07/2024,ML (уровень 2),250,2.0,500
27/07/2024,SQL-Курс,60,4.0,240
2024-07-28,Python For Beginners,50,8.0,400
2024-07-28,DS Boot,200,,800
2024/07/28,веб разработка,80,6.0,480
2024-07-28,Продвинутый ML,250,3.0,750
28.07.24,sql crash course,60,8.0,480
"Jul 29, 2024",PYTHON-BEGINNERS,50,2.0,100
2024/07/29,DS Boot,200,5.0,1000
2024-07-29,WEB DEVELOPMENT,80,2.0,160
29.07.24,machine learning advanced,250,6.0,1500
2024-07-29,sql-cc,60,3.0,180
2024/07/30,Питон для начинающих,50,3.0,150
30/07/2024,Data Science BOOTCAMP,200,5.0,1000
30.07.24,Web Dev 101,80,4.0,320
2024-07-30,машинное обучение+,250,4.0,1000
2024/07/30,SQL-Курс,60,6.0,360
31/07/2024,Python For Beginners,50,6.0,300
2024/07/31,Data Science BOOTCAMP,200,6.0,1200
"Jul 31, 2024",web_dev,80,7.0,560
31/07/2024,machine learning advanced,250,6.0,1500
31.07.24,SQL-Курс,60,5.0,300
2024-08-01,Python For Beginners,50,4.0,200
2024/08/01,data science bootcamp,200,9.0,1800
"Aug 01, 2024",WEB DEVELOPMENT,80,3.0,240
"Aug 01, 2024",Продвинутый ML,250,8.0,2000
01/08/2024,SQL БАЗОВЫЙ,60,4.0,240
2024/08/02,python for beginners,50,3.0,150
2024-08-02,Буткемп по Data Science,200,5.0,1000
02.08.24,Web Dev 101,80,9.0,720
"Aug 02, 2024",Продвинутый ML,250,3.0,750
2024/08/02,Быстрый курс SQL,60,9.0,540
2024/08/03,python for beginners,50,4.0,200
"Aug 03, 2024",data science bootcamp,200,3.0,600
"Aug 03, 2024",Web-разработка,80,3.0,240
"Aug 03, 2024",Machine Learning ADV,250,5.0,1250
"Aug 03, 2024",sql crash course,60,2.0,120
"Aug 04, 2024",python for beginners,50,7.0,350
"Aug 04, 2024",DS Boot,200,11.0,2200
2024-08-04,веб разработка,80,3.0,240
04/08/2024,машинное обучение+,250,2.0,500
"Aug 04, 2024",sql-cc,60,10.0,600
05.08.24,PYTHON-BEGINNERS,50,6.0,300
05/08/2024,DS Boot,200,3.0,600
2024/08/05,Web Dev 101,80,6.0,480
2024/08/05,Продвинутый ML,250,9.0,2250
2024/08/05,sql crash course,60,20.0,1200
2024/08/06,Питон для начинающих,50,5.0,250
06.08.24,Буткемп по Data Science,200,4.0,800
2024/08/06,web_dev,80,3.0,240
"Aug 06, 2024",Продвинутый ML,250,6.0,1500
06.08.24,Быстрый курс SQL,60,4.0,240
"Aug 07, 2024",python for beginners,50,3.0,150
2024/08/07,data science bootcamp,200,2.0,400
07/08/2024,WEB DEVELOPMENT,80,5.0,400
07/08/2024,machine learning advanced,250,3.0,750
"Aug 07, 2024",sql crash course,60,4.0,240
2024/08/08,Python For Beginners,50,30.0,1500
"Aug 08, 2024",data science bootcamp,200,2.0,400
08/08/2024,Web-разработка,80,4.0,320
"Aug 08, 2024",Machine Learning ADV,250,2.0,500
08.08.24,sql-cc,60,5.0,300
09/08/2024,PYTHON-BEGINNERS,50,6.0,300
09.08.24,DS Boot,200,4.0,800
09.08.24,веб разработка,80,6.0,480
"Aug 09, 2024",Продвинутый ML,250,4.0,1000
09/08/2024,sql crash course,60,9.0,540
"Aug 10, 2024",PYTHON-BEGINNERS,50,3.0,150
2024-08-10,data science bootcamp,200,8.0,1600
"Aug 10, 2024",web_dev,80,2.0,160
2024-08-10,machine learning advanced,250,4.0,1000
10.08.24,Быстрый курс SQL,60,4.0,240
"Aug 11, 2024",python for beginners,50,6.0,300
"Aug 11, 2024",Data Science BOOTCAMP,200,3.0,600
11.08.24,WEB DEVELOPMENT,80,2.0,160
11.08.24,Продвинутый ML,250,5.0,1250
2024-08-11,Быстрый курс SQL,60,5.0,300
"Aug 12, 2024",Питон для начинающих,50,6.0,300
2024/08/12,Буткемп по Data Science,200,6.0,1200
12.08.24,Web-разработка,80,2.0,160
2024-08-12,machine learning advanced,250,4.0,1000
12/08/2024,SQL БАЗОВЫЙ,60,9.0,540
"Aug 13, 2024",Python For Beginners,50,3.0,150
2024/08/13,Данные.Наука,200,8.0,1600
2024-08-13,Web-разработка,80,4.0,320
"Aug 13, 2024",машинное обучение+,250,8.0,2000
2024-08-13,sql crash course,60,6.0,360
14.08.24,PYTHON-BEGINNERS,50,3.0,150
"Aug 14, 2024",Данные.Наука,200,4.0,800
14/08/2024,web_dev,80,4.0,320
2024-08-14,Machine Learning ADV,250,4.0,1000
"Aug 14, 2024",SQL-Курс,60,7.0,420
15/08/2024,python for beginners,50,4.0,200
15.08.24,Данные.Наука,200,2.0,400
2024/08/15,WEB DEVELOPMENT,80,3.0,240
"Aug 15, 2024",машинное обучение+,250,1.0,250
2024-08-15,SQL-Курс,60,6.0,360
"Aug 16, 2024",PYTHON-BEGINNERS,50,3.0,150
16/08/2024,Буткемп по Data Science,200,7.0,1400
"Aug 16, 2024",веб разработка,80,7.0,560
2024-08-16,Machine Learning ADV,250,7.0,1750
2024/08/16,sql-cc,60,8.0,480
"Aug 17, 2024",Питон для начинающих,50,5.0,250
2024/08/17,DS Boot,200,7.0,1400
17/08/2024,WEB DEVELOPMENT,80,5.0,400
2024/08/17,машинное обучение+,250,2.0,500
"Aug 17, 2024",sql crash course,60,3.0,180
2024/08/18,Python нач,50,5.0,250
2024-08-18,Буткемп по Data Science,200,5.0,1000
18.08.24,Web Dev 101,80,3.0,240
2024-08-18,ML (уровень 2),250,2.0,500
18/08/2024,SQL-Курс,60,8.0,480
19/08/2024,Python For Beginners,50,5.0,250
2024-08-19,Data Science BOOTCAMP,200,6.0,1200
19/08/2024,web_dev,80,4.0,320
19/08/2024,машинное обучение+,250,5.0,1250
19/08/2024,sql crash course,60,5.0,300
20.08.24,Python For Beginners,50,5.0,250
2024-08-20,data science bootcamp,200,2.0,400
2024-08-20,WEB DEVELOPMENT,80,5.0,400
2024/08/20,Продвинутый ML,250,2.0,500
20.08.24,sql crash course,60,7.0,420
"Aug 21, 2024",Питон для начинающих,50,3.0,150
2024/08/21,Буткемп по Data Science,200,1.0,200
21.08.24,Web-разработка,80,7.0,560
2024/08/21,ML (уровень 2),250,5.0,1250
21.08.24,sql-cc,60,6.0,360
"Aug 22, 2024",Python нач,50,4.0,200
"Aug 22, 2024",DS Boot,200,7.0,1400
2024/08/22,WEB DEVELOPMENT,80,3.0,240
2024/08/22,Machine Learning ADV,250,10.0,2500
2024-08-22,SQL БАЗОВЫЙ,60,6.0,360
23.08.24,python for beginners,50,5.0,250
2024-08-23,Data Science BOOTCAMP,200,6.0,1200
23/08/2024,Web Dev 101,80,2.0,160
"Aug 23, 2024",машинное обучение+,250,8.0,2000
23/08/2024,sql crash course,60,7.0,420
24/08/2024,Python For Beginners,50,4.0,200
"Aug 24, 2024",data science bootcamp,200,6.0,1200
2024/08/24,web_dev,80,5.0,400
24.08.24,Продвинутый ML,250,2.0,500
24.08.24,sql-cc,60,,300
2024-08-25,Python нач,50,7.0,350
2024-08-25,Данные.Наука,200,7.0,1400
25/08/2024,web_dev,80,6.0,480
2024/08/25,Machine Learning ADV,250,2.0,500
"Aug 25, 2024",sql crash course,60,,240
"Aug 26, 2024",Python нач,50,1.0,50
26/08/2024,DS Boot,200,6.0,1200
2024/08/26,веб разработка,80,10.0,800
2024/08/26,Продвинутый ML,250,4.0,1000
2024/08/26,SQL-Курс,60,10.0,600
2024-08-27,PYTHON-BEGINNERS,50,2.0,100
"Aug 27, 2024",Буткемп по Data Science,200,3.0,600
27/08/2024,Web-разработка,80,2.0,160
2024/08/27,Продвинутый ML,250,5.0,1250
27/08/2024,SQL БАЗОВЫЙ,60,6.0,360
28/08/2024,Питон для начинающих,50,6.0,300
2024-08-28,Data Science BOOTCAMP,200,5.0,1000
28/08/2024,WEB DEVELOPMENT,80,5.0,400
2024-08-28,ML (уровень 2),250,5.0,1250
28.08.24,sql-cc,60,4.0,240
2024-08-29,Python нач,50,8.0,400
29/08/2024,Data Science BOOTCAMP,200,3.0,600
29/08/2024,Web Dev 101,80,5.0,400
29.08.24,Продвинутый ML,250,2.0,500
2024-08-29,SQL-Курс,60,7.0,420
2024-08-30,PYTHON-BEGINNERS,50,6.0,300
2024-08-30,data science bootcamp,200,3.0,600
30.08.24,web_dev,80,9.0,720
30/08/2024,Продвинутый ML,250,3.0,750
30.08.24,Быстрый курс SQL,60,6.0,360
2024-08-31,PYTHON-BEGINNERS,50,6.0,300
31.08.24,DS Boot,200,4.0,800
2024-08-31,веб разработка,80,,720
31.08.24,Продвинутый ML,250,8.0,2000
31/08/2024,sql-cc,60,7.0,420
"Sep 01, 2024",Python For Beginners,50,12.0,600
01/09/2024,Буткемп по Data Science,200,14.0,2800
01/09/2024,web_dev,80,10.0,800
"Sep 01, 2024",ML (уровень 2),250,16.0,4000
2024-09-01,sql-cc,60,20.0,1200
2024/09/02,PYTHON-BEGINNERS,50,15.0,750
2024/09/02,DS Boot,200,8.0,1600
2024/09/02,веб разработка,80,15.0,1200
02.09.24,ML (уровень 2),250,14.0,3500
2024-09-02,SQL БАЗОВЫЙ,60,21.0,1260
2024-09-03,PYTHON-BEGINNERS,50,12.0,600
2024/09/03,Данные.Наука,200,12.0,2400
"Sep 03, 2024",веб разработка,80,16.0,1280
2024/09/03,machine learning advanced,250,9.0,2250
03.09.24,Быстрый курс SQL,60,21.0,1260
04.09.24,Питон для начинающих,50,18.0,900
"Sep 04, 2024",DS Boot,200,15.0,3000
04.09.24,web_dev,80,10.0,800
"Sep 04, 2024",machine learning advanced,250,11.0,2750
2024/09/04,SQL БАЗОВЫЙ,60,14.0,840
2024/09/05,Python For Beginners,50,15.0,750
05/09/2024,data science bootcamp,200,15.0,3000
05/09/2024,Web-разработка,80,25.0,2000
2024/09/05,Machine Learning ADV,250,11.0,2750
2024-09-05,Быстрый курс SQL,60,10.0,600
2024-09-06,python for beginners,50,10.0,500
2024-09-06,data science bootcamp,200,11.0,2200
2024/09/06,веб разработка,80,11.0,880
2024/09/06,machine learning advanced,250,18.0,4500
2024-09-06,SQL-Курс,60,14.0,840
2024-09-07,python for beginners,50,17.0,850
2024-09-07,Данные.Наука,200,18.0,3600
07.09.24,WEB DEVELOPMENT,80,19.0,1520
07/09/2024,ML (уровень 2),250,12.0,3000
07/09/2024,sql crash course,60,19.0,1140
08/09/2024,Python For Beginners,50,15.0,750
"Sep 08, 2024",Буткемп по Data Science,200,13.0,2600
2024-09-08,веб разработка,80,13.0,1040
08/09/2024,машинное обучение+,250,17.0,4250
2024-09-08,Быстрый курс SQL,60,9.0,540
2024-09-09,Питон для начинающих,50,14.0,700
"Sep 09, 2024",Буткемп по Data Science,200,13.0,2600
2024-09-09,web_dev,80,17.0,1360
2024/09/09,машинное обучение+,250,17.0,4250
09/09/2024,SQL БАЗОВЫЙ,60,15.0,900
"Sep 10, 2024",Python For Beginners,50,12.0,600
10/09/2024,DS Boot,200,14.0,2800
2024-09-10,Web Dev 101,80,16.0,1280
2024/09/10,машинное обучение+,250,9.0,2250
2024/09/10,Быстрый курс SQL,60,8.0,480
11/09/2024,Python For Beginners,50,13.0,650
"Sep 11, 2024",data science bootcamp,200,13.0,2600
"Sep 11, 2024",Web Dev 101,80,17.0,1360
"Sep 11, 2024",Продвинутый ML,250,20.0,5000
2024-09-11,Быстрый курс SQL,60,8.0,480
2024/09/12,Python For Beginners,50,13.0,650
2024-09-12,data science bootcamp,200,16.0,3200
"Sep 12, 2024",web_dev,80,26.0,2080
"Sep 12, 2024",Machine Learning ADV,250,14.0,3500
12/09/2024,sql-cc,60,19.0,1140
13/09/2024,python for beginners,50,18.0,900
2024/09/13,Data Science BOOTCAMP,200,17.0,3400
2024-09-13,web_dev,80,22.0,1760
2024-09-13,машинное обучение+,250,24.0,6000
"Sep 13, 2024",sql crash course,60,14.0,840
"Sep 14, 2024",Питон для начинающих,50,10.0,500
2024-09-14,Данные.Наука,200,14.0,2800
2024-09-14,Web Dev 101,80,75.0,6000
14/09/2024,Продвинутый ML,250,9.0,2250
14/09/2024,SQL-Курс,60,12.0,720
15.09.24,PYTHON-BEGINNERS,50,20.0,1000
15/09/2024,Data Science BOOTCAMP,200,9.0,1800
15.09.24,Web Dev 101,80,15.0,1200
2024-09-15,Machine Learning ADV,250,21.0,5250
2024/09/15,sql-cc,60,10.0,600
2024/09/16,Python нач,50,19.0,950
"Sep 16, 2024",data science bootcamp,200,18.0,3600
16/09/2024,Web Dev 101,80,13.0,1040
2024/09/16,Продвинутый ML,250,11.0,2750
16.09.24,SQL БАЗОВЫЙ,60,11.0,660
17.09.24,Питон для начинающих,50,19.0,950
"Sep 17, 2024",data science bootcamp,200,17.0,3400
17.09.24,Web Dev 101,80,14.0,1120
2024/09/17,Продвинутый ML,250,12.0,3000
17/09/2024,SQL БАЗОВЫЙ,60,11.0,660
18.09.24,Python нач,50,,850
"Sep 18, 2024",data science bootcamp,200,8.0,1600
"Sep 18, 2024",Web Dev 101,80,17.0,1360
2024/09/18,машинное обучение+,250,11.0,2750
2024-09-18,sql-cc,60,14.0,840
2024/09/19,Python нач,50,18.0,900
19.09.24,Данные.Наука,200,8.0,1600
2024/09/19,web_dev,80,16.0,1280
"Sep 19, 2024",Продвинутый ML,250,21.0,5250
"Sep 19, 2024",SQL-Курс,60,12.0,720
20/09/2024,Python For Beginners,50,10.0,500
2024-09-20,data science bootcamp,200,13.0,2600
2024/09/20,веб разработка,80,14.0,1120
2024-09-20,Продвинутый ML,250,10.0,2500
20.09.24,sql crash course,60,13.0,780
"Sep 21, 2024",Питон для начинающих,50,12.0,600
2024-09-21,Буткемп по Data Science,200,13.0,2600
2024/09/21,веб разработка,80,8.0,640
21.09.24,ML (уровень 2),250,17.0,4250
21.09.24,sql crash course,60,13.0,780
22/09/2024,python for beginners,50,16.0,800
22/09/2024,Буткемп по Data Science,200,19.0,3800
2024/09/22,web_dev,80,13.0,1040
22/09/2024,машинное обучение+,250,9.0,2250
2024-09-22,sql crash course,60,15.0,900
23/09/2024,Питон для начинающих,50,18.0,900
"Sep 23, 2024",Буткемп по Data Science,200,14.0,2800
2024-09-23,WEB DEVELOPMENT,80,15.0,1200
23.09.24,Machine Learning ADV,250,16.0,4000
23/09/2024,sql-cc,60,16.0,960
2024/09/24,PYTHON-BEGINNERS,50,11.0,550
24.09.24,Data Science BOOTCAMP,200,18.0,3600
2024/09/24,веб разработка,80,,1200
2024/09/24,machine learning advanced,250,14.0,3500
2024/09/24,SQL БАЗОВЫЙ,60,21.0,1260
25.09.24,PYTHON-BEGINNERS,50,22.0,1100
25/09/2024,Буткемп по Data Science,200,14.0,2800
25/09/2024,WEB DEVELOPMENT,80,,1040
25.09.24,Продвинутый ML,250,19.0,4750
2024/09/25,SQL-Курс,60,21.0,1260
2024/09/26,python for beginners,50,11.0,550
2024-09-26,DS Boot,200,13.0,2600
26.09.24,WEB DEVELOPMENT,80,18.0,1440
2024/09/26,machine learning advanced,250,13.0,3250
26/09/2024,sql crash course,60,20.0,1200
"Sep 27, 2024",Python нач,50,12.0,600
27.09.24,Данные.Наука,200,16.0,3200
2024-09-27,веб разработка,80,8.0,640
27/09/2024,Machine Learning ADV,250,19.0,4750
27.09.24,SQL БАЗОВЫЙ,60,20.0,1200
28/09/2024,Python For Beginners,50,8.0,400
28.09.24,DS Boot,200,18.0,3600
2024/09/28,WEB DEVELOPMENT,80,14.0,1120
"Sep 28, 2024",Machine Learning ADV,250,20.0,5000
28/09/2024,sql-cc,60,18.0,1080
2024-09-29,Python нач,50,14.0,700
2024-09-29,Data Science BOOTCAMP,200,14.0,2800
29/09/2024,Web-разработка,80,20.0,1600
29/09/2024,ML (уровень 2),250,13.0,3250
"Sep 29, 2024",sql crash course,60,19.0,1140
2024/09/30,python for beginners,50,15.0,750
2024-09-30,DS Boot,200,16.0,3200
30/09/2024,Web-разработка,80,13.0,1040
2024-09-30,Machine Learning ADV,250,11.0,2750
30/09/2024,SQL-Курс,60,13.0,780
2024/10/01,PYTHON-BEGINNERS,50,16.0,800
"Oct 01, 2024",Данные.Наука,200,10.0,2000
2024-10-01,веб разработка,80,12.0,960
01/10/2024,machine learning advanced,250,15.0,3750
01/10/2024,SQL БАЗОВЫЙ,60,18.0,1080
2024-10-02,python for beginners,50,19.0,950
2024-10-02,data science bootcamp,200,18.0,3600
02.10.24,Web-разработка,80,23.0,1840
2024-10-02,Machine Learning ADV,250,,3250
02.10.24,Быстрый курс SQL,60,15.0,900
03.10.24,PYTHON-BEGINNERS,50,15.0,750
2024-10-03,DS Boot,200,14.0,2800
03.10.24,Web-разработка,80,16.0,1280
2024-10-03,Продвинутый ML,250,16.0,4000
2024-10-03,SQL-Курс,60,10.0,600
2024/10/04,python for beginners,50,12.0,600
2024-10-04,DS Boot,200,18.0,3600
2024/10/04,web_dev,80,17.0,1360
2024/10/04,ML (уровень 2),250,17.0,4250
04/10/2024,SQL БАЗОВЫЙ,60,20.0,1200
05.10.24,python for beginners,50,18.0,900
"Oct 05, 2024",Буткемп по Data Science,200,13.0,2600
2024/10/05,WEB DEVELOPMENT,80,15.0,1200
2024-10-05,Продвинутый ML,250,12.0,3000
2024/10/05,Быстрый курс SQL,60,20.0,1200
06/10/2024,Python For Beginners,50,17.0,850
2024/10/06,Буткемп по Data Science,200,12.0,2400
"Oct 06, 2024",Web-разработка,80,17.0,1360
06.10.24,Machine Learning ADV,250,18.0,4500
2024/10/06,SQL-Курс,60,13.0,780
2024-10-07,PYTHON-BEGINNERS,50,19.0,950
"Oct 07, 2024",Данные.Наука,200,15.0,3000
2024/10/07,Web-разработка,80,15.0,1200
07/10/2024,Machine Learning ADV,250,17.0,4250
07/10/2024,SQL БАЗОВЫЙ,60,19.0,1140
08.10.24,Питон для начинающих,50,15.0,750
08.10.24,DS Boot,200,10.0,2000
2024/10/08,WEB DEVELOPMENT,80,14.0,1120
2024-10-08,machine learning advanced,250,11.0,2750
2024/10/08,SQL-Курс,60,18.0,1080
"Oct 09, 2024",python for beginners,50,15.0,750
"Oct 09, 2024",Данные.Наука,200,11.0,2200
"Oct 09, 2024",WEB DEVELOPMENT,80,24.0,1920
09/10/2024,machine learning advanced,250,11.0,2750
2024-10-09,Быстрый курс SQL,60,11.0,660
"Oct 10, 2024",Python нач,50,14.0,700
10.10.24,Буткемп по Data Science,200,15.0,3000
10.10.24,Web Dev 101,80,15.0,1200
2024-10-10,Продвинутый ML,250,12.0,3000
10.10.24,sql crash course,60,7.0,420
"Oct 11, 2024",Python нач,50,15.0,750
2024/10/11,Data Science BOOTCAMP,200,21.0,4200
2024-10-11,Web-разработка,80,16.0,1280
2024-10-11,ML (уровень 2),250,20.0,5000
2024/10/11,Быстрый курс SQL,60,26.0,1560
2024-10-12,PYTHON-BEGINNERS,50,17.0,850
"Oct 12, 2024",Буткемп по Data Science,200,20.0,4000
"Oct 12, 2024",web_dev,80,16.0,1280
12/10/2024,машинное обучение+,250,9.0,2250
2024-10-12,Быстрый курс SQL,60,16.0,960
"Oct 13, 2024",Питон для начинающих,50,12.0,600
13.10.24,Буткемп по Data Science,200,15.0,3000
2024/10/13,веб разработка,80,15.0,1200
13/10/2024,машинное обучение+,250,20.0,5000
"Oct 13, 2024",sql crash course,60,22.0,1320
2024-10-14,Python For Beginners,50,8.0,400
14/10/2024,Буткемп по Data Science,200,15.0,3000
"Oct 14, 2024",Web-разработка,80,18.0,1440
14/10/2024,Продвинутый ML,250,15.0,3750
"Oct 14, 2024",sql crash course,60,16.0,960
2024-10-15,python for beginners,50,18.0,900
2024/10/15,Буткемп по Data Science,200,22.0,4400
"Oct 15, 2024",WEB DEVELOPMENT,80,16.0,1280
15/10/2024,ML (уровень 2),250,19.0,4750
